cap_max,cap_min,ub_in,sink,fixed_source,sink_fixed,cap
1132100,1061800,255960,0,0.0084070642,8123.3,70300
1148100,1088400,259750,0,0.003955196,7405.5,59700
1185300,1136700,268030,0,0.0135677933,6204.1,48600
1189600,1153400,268810,0,0.0011085737,2054.1,36200
1189600,1166200,268640,405.8,0,586.75,23400
1187100,1175000,268080,2570.3,0,307.34,12100
1184900,1177900,267020,2268.6,0,342.15,7000
1178900,1174600,265790,6259.4,0,107.53,4300
1170700,1167900,263610,8341.5,0,681.09,2800
1162900,1161000,262240,8337.7,0,546.85,1900
1113100,1111500,251990,50758,0,698.96,1600
1047600,1044100,236870,68409,0,2587.5,3500
983010,974030,223710,71860,0,5401.6,8980
967930,951440,218680,26345,0,10503,16490
950950,930750,212840,28238,0,11926,20200
931040,904230,210130,33857,0,11989,26810
922020,888740,206100,23333,0,15298,33280
940960,898690,212450,0,0.0008700248,18019,42270
953510,902670,214840,4382.2,0,15934,50840
956180,899470,216000,13755,0,16453,56710
978830,914550,220770,0,0.0016363478,17723,64280
1025200,956520,231270,0,0.0117464875,20709,68680
1094000,1023500,246990,0,0.0219317935,17128,70500
1135600,1069600,255780,0,0.0122449867,11627,66000
1155000,1102700,259610,0,0.0051350646,8342,52300
1179000,1141500,264280,0,0.0078959502,6914.9,37500
1190700,1165600,266460,0,0.0035530906,3572.8,25100
1196100,1180800,267730,0,0.0017838531,2510.3,15300
1193800,1185800,267000,2742.7,0,699.15,8000
1191700,1187300,266520,2460,0,86.354,4400
1181200,1178600,263830,10844,0,286.23,2600
1133400,1131200,252370,48775,0,563.88,2200
1047500,1042900,232890,90382,0,3493.1,4600
920290,907980,206030,138030,0,10259,12310
913850,893470,205040,22142,0,16674,20380
869830,848890,196140,57455,0,11909,20940
849470,828190,189990,33371,0,11633,21280
829890,808870,185020,32753,0,14271,21020
816790,791740,185430,27681,0,14110,25050
825520,797450,187380,7459.8,0,16779,28070
828760,798190,188420,13557,0,18377,30570
831930,798260,187890,16031,0,16612,33670
805740,769140,182190,44862,0,17544,36600
840760,792920,191480,0,0.0044608291,25075,47840
913320,851210,206950,0,0.0188172604,31129,62110
980200,908310,224770,0,0.0182826569,27268,71890
1081600,1000800,247470,0,0.0338309626,21914,80800
1136300,1059000,258390,0,0.0170825177,13264,77300
1159000,1095400,261990,0,0.0060576798,10138,63600
1195900,1148400,272220,0,0.0130823437,7155.4,47500
1226700,1195800,278680,0,0.0115302971,3867,30900
1236000,1218500,280370,0,0.0034060203,1546.5,17500
1233900,1223600,280030,2638.6,0,323.56,10300
1231900,1226900,279560,2163.1,0,344.46,5000
1228200,1226000,278900,4097.6,0,365.03,2200
1160300,1158600,263740,68850,0,697.71,1700
1048300,1043700,237760,115940,0,4014.2,4600
918550,908040,209380,138380,0,9625.4,10510
921460,901860,210060,13226,0,14146,19600
884030,865020,204800,49791,0,12178,19010
864220,844930,197890,31603,0,11586,19290
838980,820310,193350,35824,0,11666,18670
834560,815210,189590,15199,0,11245,19350
833050,809130,187190,15578,0,15488,23920
829780,803790,185910,17428,0,16380,25990
810590,780950,181960,35609,0,17561,29640
791630,755010,180060,37789,0,19924,36620
844070,793770,190920,0,0.0111222759,23046,50300
924570,862650,209190,0,0.023211536,28545,61920
1026600,952360,231050,0,0.0331306277,26898,74240
1123900,1044900,252380,0,0.0334499108,18027,79000
1161300,1088500,260670,0,0.0109865588,12382,72800
1193600,1135600,267580,0,0.0105228588,9522.1,58000
1243700,1200700,279690,0,0.0185279916,5795.4,43000
1266600,1238100,285220,0,0.0082687372,3289.1,28500
1276100,1259200,287250,0,0.0035140284,2183.5,16900
1272800,1264200,286010,3569,0,372.1,8600
1268200,1264200,285270,4689.1,0,101.1,4000
1261200,1259200,283610,7397.2,0,320.31,2000
1210000,1208400,272830,51992,0,692.7,1600
1093600,1089300,246210,119870,0,3555.1,4300
967140,956220,217310,135900,0,9562,10920
968840,949470,216310,13633,0,14441,19370
940670,922020,212020,39030,0,10298,18650
881370,864290,197810,69428,0,9947.6,17080
861180,844590,192530,29417,0,12537,16590
841750,824030,188090,29150,0,11608,17720
857260,833780,190880,0,0.0006380443,14601,23480
831630,805190,187290,40054,0,13840,26440
841320,810870,189180,6749.3,0,15703,30450
808170,773020,181730,50147,0,16412,35150
863210,815030,193850,0,0.0132967941,21975,48180
968850,906360,218290,0,0.0342085345,26279,62490
1054700,982340,235810,0,0.0272343295,22840,72360
1157000,1080000,258590,0,0.036418722,19563,77000
1194900,1125100,264430,0,0.0117747618,11047,69800
1210700,1154800,268640,0,0.0034380791,8692.6,55900
1254900,1213600,278640,0,0.0162886598,7299.5,41300
1278000,1250600,283480,0,0.0086706686,2914.9,27400
1284900,1270100,284670,0,0.002583105,1875.4,14800
1280500,1272700,284130,4814.7,0,521.95,7800
1279400,1275600,283530,1195.8,0,193.36,3800
1268200,1266200,281570,11482,0,261.09,2000
1206100,1203700,268270,63638,0,544.42,2400
1103400,1098700,245550,106260,0,4181.3,4700
967400,956480,214060,144570,0,7846.1,10920
962720,942660,215580,19872,0,14572,20060
945300,925320,209800,28824,0,11945,19980
901950,881410,201620,55767,0,10441,20540
881200,860420,197820,32504,0,12021,20780
848080,825590,189830,46035,0,13011,22490
863950,836220,195410,0,8.88903388577146E-005,15200,27730
863190,835130,195290,15044,0,14718,28060
852900,820310,193830,25920,0,16784,32590
842940,803480,188890,28951,0,17514,39460
873530,826540,193250,0,0.003743051,22176,46990
947210,887020,208460,0,0.0209095654,27521,60190
1036800,966660,229860,0,0.0283583453,25479,70140
1137900,1064500,252260,0,0.0363008395,21895,73400
1177700,1110400,260960,0,0.0128509287,11763,67300
1209400,1154700,268610,0,0.0105385184,9468.6,54700
1250600,1209900,278030,0,0.0152203228,6571.1,40700
1279600,1252100,283130,0,0.0112305885,2856.6,27500
1286600,1270500,284710,0,0.0024708339,1208.3,16100
1282000,1273400,283830,4990.6,0,409.62,8600
1279600,1275500,283300,2451.9,0,108.28,4100
1271300,1269200,281540,8488.6,0,206.46,2100
1223800,1221700,269120,48410,0,563.23,2100
1119800,1114300,245860,108370,0,3494.2,5500
978320,967390,216950,150370,0,7407.9,10930
950930,933570,213100,40579,0,13787,17360
931870,912990,208140,30927,0,11794,18880
893300,875840,198930,48894,0,11535,17460
870720,850910,193520,34582,0,12350,19810
830930,809680,186610,53238,0,11977,21250
834500,808080,189030,12327,0,15916,26420
833240,803380,189610,19119,0,16396,29860
813920,780290,185450,37721,0,17951,33630
791780,752620,178970,41069,0,20853,39160
807150,756650,184190,9173.5,0,25500,50500
912490,844900,209300,0,0.0322597764,31363,67590
990640,908920,222240,0,0.0214646135,28560,81720
1109000,1016100,251400,0,0.0400561138,24123,92900
1144400,1053400,258030,0,0.0089212232,14708,91000
1191500,1110000,267530,0,0.0150759059,11722,81500
1219200,1158100,274000,0,0.0088590195,9561.5,61100
1242300,1198800,278660,0,0.0078072121,4634.1,43500
1250400,1222900,279690,0,0.0021231024,2801.4,27500
1246800,1230900,279310,4854.9,0,792.51,15900
1243200,1233800,278480,4075.3,0,324.87,9400
1239700,1234900,277770,3605.8,0,274.07,4800
1216500,1213500,273160,23512,0,376.31,3000
1199300,1195300,269550,19431,0,1848.1,4000
1144300,1140700,257250,57050,0,1891.5,3600
1053300,1048700,237750,94349,0,3492.6,4600
938300,930140,213710,121730,0,5562.3,8160
822100,810570,185480,125330,0,9769.7,11530
788190,765470,180070,51228,0,16766,22720
810700,784220,183580,0,0.0024607856,16533,26480
786220,755130,178030,41548,0,17869,31090
807980,769260,184000,0,0.0009504546,19075,38720
868130,821100,196020,0,0.0170320588,22674,47030
891600,837970,204830,0,0.0020987864,17189,53630
933490,871070,211800,0,0.0096154683,17298,62420
946260,876870,216840,5758.6,0,18835,69390
995560,916980,228620,0,0.0126917221,21703,78580
1062700,979970,241630,0,0.0216560094,17862,82730
1091800,1010500,247730,0,0.0074988038,12849,81300
1114400,1042300,252910,0,0.0063526034,9617.6,72100
1126000,1065800,255710,0,0.0021039193,7621.8,60200
1169400,1121400,266170,0,0.0160272304,8178.8,48000
1175800,1138800,267810,0,0.0017495324,2659.5,37000
1174600,1150000,267500,1734.3,0,604.69,24600
1173400,1159200,267320,1672.4,0,249.11,14200
1168100,1160800,266320,5473.4,0,217.51,7300
1166100,1161100,265530,2401.1,0,267.55,5000
1161600,1158300,264860,5073.7,0,646.29,3300
1149900,1147500,262180,12694,0,777.61,2400
1111000,1108500,253230,40481,0,1661.5,2500
1039500,1034200,239100,75111,0,2870.4,5300
980220,970480,223770,65911,0,6616.8,9740
962930,945000,219760,29265,0,10631,17930
959600,936560,219220,15374,0,13390,23040
948070,918950,215020,25195,0,11944,29120
922640,888910,211590,38947,0,13364,33730
925520,884240,211450,13528,0,17304,41280
962670,915240,217200,0,0.0091300187,19084,47430
948680,894800,216690,31662,0,17750,53880
977480,915690,221240,0,0.0041693854,18295,61790
1026100,959610,233310,0,0.0134512158,18620,66490
1077900,1011900,245370,0,0.0151063552,12949,66000
1123100,1063200,255120,0,0.0144129801,10529,59900
1142100,1095000,257910,0,0.0051502893,7040.3,47100
1157100,1122700,262100,0,0.0043677411,4614.7,34400
1166200,1143200,262870,0,0.0028214363,2597.9,23000
1172000,1157900,264860,0,0.0020525469,2031.3,14100
1171600,1164400,264520,895.73,0,952.48,7200
1170500,1166700,264220,1270,0,733.36,3800
1163600,1161800,262680,7480.4,0,697.8,1800
1102200,1101300,248520,61820,0,311.12,900
999150,994830,224030,107110,0,4461.4,4320
867230,856150,195660,141750,0,10169,11080
866180,845270,195130,17240,0,15145,20910
837290,815350,190460,42807,0,12485,21940
804350,784330,181540,45469,0,11624,20020
782700,760720,178240,34898,0,13049,21980
765340,739220,174460,32378,0,14675,26120
781470,754410,178990,0,0.0002874462,18219,27060
785420,754120,180920,13682,0,16485,31300
798570,763250,182290,5721.7,0,16899,35320
780410,739550,174910,37790,0,19153,40860
806360,752490,183830,162.53,0,25648,53870
880720,814540,201150,0,0.0200869981,28929,66180
985150,907340,221350,0,0.0335630084,26882,77810
1077600,995610,243960,0,0.0310857367,20697,81990
1131200,1055600,252770,0,0.0174822741,12978,75600
1169600,1108900,261630,0,0.0125264257,9266.7,60700
1215500,1169500,271260,0,0.0166375223,6443,46000
1239500,1208000,276180,0,0.0084544782,3344.9,31500
1244500,1226400,277500,0,0.001489669,1585.1,18100
1243700,1234600,277200,1141.6,0,451.96,9100
1243700,1239500,276910,148.35,0,132.39,4200
1234200,1232200,274730,9665.9,0,140.82,2000
1190500,1188600,262260,44749,0,831.17,1900
1089300,1084500,240890,105040,0,4689.6,4800
951770,941180,212830,145920,0,8442.4,10590
928650,910680,208200,36751,0,14450,17970
902190,882450,202250,39065,0,13425,19740
851910,834480,190370,59818,0,11610,17430
829530,809340,188780,34532,0,11275,20190
806550,784470,182620,35647,0,12761,22080
802010,776510,184980,19144,0,13303,25500
809070,779350,184320,8850.6,0,16118,29720
805420,770700,186780,22023,0,17586,34720
804820,765120,184170,19583,0,18843,39700
845110,797290,192150,0,0.0076497455,24794,47820
936320,874630,212560,0,0.0274370351,25485,61690
1022900,950890,231830,0,0.0265761886,25491,72010
1146000,1068200,257780,0,0.0446300405,20909,77800
1197600,1126100,268760,0,0.0170285789,11961,71500
1223400,1165200,274490,0,0.0076223411,8446.9,58200
1274100,1229800,285240,0,0.0191387185,6384.7,44300
1296400,1267500,289310,0,0.0082243682,3554.1,28900
1304700,1287400,291990,0,0.0030689895,1780.2,17300
1304000,1294700,291880,949.53,0,504.26,9300
1301500,1296400,291180,2759.4,0,354.28,5100
1298500,1295700,290310,3157.3,0,174.62,2800
1241700,1239900,277060,57218,0,634.9,1800
1129200,1125400,251030,115870,0,3757.6,3800
985540,976460,222470,151520,0,7369.9,9080
976550,960580,219070,21958,0,14589,15970
939040,920890,211050,48868,0,10744,18150
905860,887350,202330,43976,0,9919.4,18510
871090,852150,194280,44862,0,10381,18940
870220,849560,196110,12916,0,11384,20660
861370,838390,196370,21440,0,13666,22980
867480,842010,195210,7951.3,0,17009,25470
870430,840760,198420,13281,0,16696,29670
830240,795870,188750,56902,0,19082,34370
863250,818750,198020,0,0.0046013311,21743,44500
906700,851960,208530,0,0.0086293445,25472,54740
999360,933230,230630,0,0.0302222802,25501,66130
1098900,1028700,251050,0,0.0355113315,19470,70200
1149200,1082200,260720,0,0.016464831,13191,67000
1187200,1134000,268020,0,0.0131954413,7141.1,53200
1224400,1184200,276010,0,0.0134590456,5801.7,40200
1246200,1218200,281420,0,0.0079037801,3299.7,28000
1261500,1244600,284120,0,0.0058649789,1670.9,16900
1260000,1250300,283740,1896.7,0,177.97,9700
1258200,1253200,283180,1907.2,0,164.65,5000
1252800,1250100,281790,5753.1,0,417.98,2700
1175700,1174100,265570,77365,0,1099.1,1600
1057000,1051500,237780,123240,0,3359.7,5500
951150,939850,215520,115130,0,7518.8,11300
946600,928720,214020,18502,0,12974,17880
926160,907110,206280,32686,0,11128,19050
894860,876880,199050,41735,0,10577,17980
851160,834440,191490,52960,0,11843,16720
827270,808760,187840,34526,0,11529,18510
839580,815510,187320,1943.2,0,14685,24070
837320,811570,185730,17070,0,14337,25750
837940,807260,184890,16837,0,15853,30680
834980,799240,184740,21753,0,16186,35740
856860,809790,194460,1791.7,0,22496,47070
945210,885410,210560,0,0.0269850798,26582,59800
1035500,965120,231010,0,0.0289059985,26758,70380
1140600,1064700,254050,0,0.0372160599,21881,75900
1191100,1121300,264290,0,0.0168758972,12509,69800
1219400,1163300,270740,0,0.0089595024,8514.1,56100
1261400,1218600,279950,0,0.0153673496,6612.9,42800
1281600,1251600,284800,0,0.0073717865,3362,30000
1295000,1277100,287040,0,0.0050950455,1564.7,17900
1291000,1281200,286280,4270.1,0,273.45,9800
1285900,1281100,285290,5221.2,0,292.11,4800
1283600,1281400,284290,2554.3,0,67.794,2200
1222100,1220500,270030,61814,0,609.85,1600
1115200,1110000,247160,111320,0,3602.8,5200
968910,959000,215590,154670,0,9042.5,9910
962120,941790,216450,23180,0,13905,20330
932260,913000,210200,41769,0,12065,19260
882070,864900,196350,60376,0,10744,17170
862060,840120,195720,34481,0,11612,21940
852340,828130,192400,23673,0,13064,24210
850760,823620,192900,17075,0,16658,27140
847850,819920,192090,18351,0,15815,27930
833600,801920,188560,31313,0,18225,31680
812310,773860,186710,41344,0,20015,38450
844490,794200,192290,0,0.0032151899,25283,50290
917180,851890,209670,0,0.0187711514,30301,65290
998900,919860,228130,0,0.0230436296,28144,79040
1097900,1008800,249090,0,0.0325085911,25062,89100
1137600,1051100,258960,0,0.0103693071,13019,86500
1184200,1108000,269920,0,0.01511549,10425,76200
1223700,1165300,277540,0,0.0139231807,9413.5,58400
1247200,1207000,282170,0,0.0082165383,5188.4,40200
1248100,1222400,282570,1634,0,3130.2,25700
1241600,1226500,280570,7064.9,0,1098.4,15100
1241400,1233400,280490,737.18,0,585.75,8000
1237700,1233300,279800,4047,0,335.67,4400
1219700,1216600,275440,18367,0,560.3,3100
1200800,1197700,271560,20696,0,861.58,3100
1151400,1148100,259470,51699,0,1784.9,3300
1060700,1055000,237870,94926,0,4109.5,5700
940180,931910,212250,126900,0,6618.6,8270
834310,819470,190310,117420,0,11032,14840
795250,774100,178790,54292,0,14442,21150
814500,786020,182610,0,0.0003520988,18310,28480
801230,768570,181700,29825,0,17074,32660
831630,789640,187530,0,0.0042829179,19127,41990
864190,813140,197290,0,0.0052994911,18625,51050
884010,827560,200780,0,0.0009736831,16480,56450
901690,838980,203250,0,0.0001220497,15175,62710
939710,868150,211480,0,0.0075096785,19088,71560
1009000,928050,228420,0,0.0206764105,18958,80950
1078700,993090,245010,0,0.0224489973,17061,85610
1108000,1025400,249790,0,0.0081504198,10299,82600
1134000,1058100,256800,0,0.0074635695,8985.3,75900
1147800,1084000,258820,0,0.002929836,6335,63800
1185900,1134800,267160,0,0.013812258,6575.4,51100
1195100,1157100,268490,0,0.0029545435,2150,38000
1195900,1170000,268470,0,2.01374570446735E-005,780.42,25900
1194000,1179300,268020,2430,0,182.81,14700
1191300,1182000,267380,3028.3,0,208.23,9300
1185800,1180000,265750,5825.8,0,298.78,5800
1184200,1181000,265270,2135.2,0,982.4,3200
1172600,1170200,261840,12178,0,851.2,2400
1137200,1135100,254170,36549,0,1066.5,2100
1047500,1043900,234280,92026,0,1948.9,3600
969810,960030,217540,85458,0,7572.7,9780
954990,939110,213520,25037,0,11173,15880
956030,934570,213700,10357,0,13027,21460
937220,909400,211770,32032,0,11299,27820
927410,892290,207480,24264,0,14548,35120
945370,899630,213140,1509.8,0,15620,45740
954450,902410,213880,6646.5,0,18440,52040
962960,905710,217340,7562,0,17005,57250
987680,923660,223530,0,0.0024153726,17988,64020
1043300,975110,237820,0,0.0156074644,20765,68190
1098100,1027000,251790,0,0.0159663317,15717,71100
1139000,1073300,261600,0,0.0122989256,10748,65700
1149800,1096900,264340,0,0.0011969203,9124.3,52900
1180600,1142100,270970,0,0.0105202488,6388.2,38500
1183800,1159700,272160,0,0.000256179,3371.2,24100
1189500,1176900,273290,0,0.0019521075,958.74,12600
1187000,1180700,272780,2711.7,0,381.03,6300
1184000,1180800,272190,3267.2,0,450.36,3200
1177200,1175700,270720,6854.3,0,336.75,1500
1115400,1114400,255720,62294,0,367.45,1000
1026200,1021400,233360,93449,0,3823.5,4800
900840,889260,204190,135230,0,10443,11580
900660,878820,207000,17264,0,16438,21840
894700,871790,203760,19898,0,14314,22910
856670,837540,192630,48488,0,11797,19130
849840,829210,191550,19171,0,14048,20630
818300,795370,184080,44167,0,13142,22930
849300,819070,190980,0,0.0053629997,15401,30230
842590,811320,192620,23875,0,16411,31270
829250,794660,191200,32419,0,17338,34590
815750,777020,184680,32482,0,20149,38730
863060,811310,196040,0,0.0090395406,27626,51750
938820,874000,213340,0,0.0205924573,29685,64820
1013000,939400,225880,0,0.0212231937,27344,73600
1116000,1034200,252270,0,0.0348753752,20422,81800
1169600,1092500,265160,0,0.0174057158,12193,77100
1200800,1137900,271190,0,0.0096789769,8091.7,62900
1247900,1200900,281690,0,0.0171760407,7080.7,47000
1266700,1235200,285800,0,0.0064609161,3592.3,31500
1277400,1258600,288540,0,0.0038434469,1493,18800
1276900,1266700,288570,839.43,0,417.52,10200
1271900,1266500,287420,5211.2,0,247.94,5400
1261800,1259200,285410,10360,0,321.46,2600
1208100,1206300,273410,54439,0,554.22,1800
1112900,1108300,251850,99226,0,3942,4600
978550,969660,223380,142050,0,8875.2,8890
960640,943510,217350,31544,0,15591,17130
935350,915710,213020,38042,0,11864,19640
888810,871740,204010,55651,0,10848,17070
868630,850120,195950,30791,0,12536,18510
842800,820430,193070,38983,0,11008,22370
855160,828200,194810,3343.6,0,14379,26960
848370,820850,193270,20944,0,15629,27520
837820,804730,192300,27832,0,17951,33090
832830,793180,189620,24755,0,16639,39650
850400,802770,195750,4725.8,0,23459,47630
941840,881980,215000,0,0.0284688329,25318,59860
1039800,969320,234460,0,0.0319270086,23023,70480
1138500,1063400,257380,0,0.0348218713,18483,75100
1170200,1102500,263710,0,0.0095045457,13030,67700
1201600,1145900,271890,0,0.0096685371,9493.5,55700
1249400,1207900,280690,0,0.0175235982,6412.3,41500
1273600,1246900,285780,0,0.0089373178,3607,26700
1276700,1261900,286460,0,0.0009759885,1370.4,14800
1276600,1268900,286200,276.12,0,239.44,7700
1275400,1272200,285830,1347,0,283.03,3200
1258100,1256600,282090,17341,0,381.39,1500
1202100,1200700,269800,56447,0,679.32,1400
1086800,1083000,243360,118800,0,3691.8,3800
957790,947730,213460,138290,0,7778.3,10060
939370,920510,210750,32109,0,13418,18860
908130,888040,204390,43047,0,11046,20090
864850,847700,196620,52457,0,10060,17150
855820,837810,193880,19374,0,9508.1,18010
835470,816840,187350,30802,0,11770,18630
844700,820410,190710,5834,0,15427,24290
841520,814740,191900,18142,0,14134,26780
816960,788260,184840,39266,0,16098,28700
816080,782360,182690,18205,0,16160,33720
808500,765970,185830,28108,0,23120,42530
907920,853170,208120,0,0.0322593414,26460,54750
995150,930420,229920,0,0.0278389665,23468,64730
1093600,1022300,249710,0,0.0346452651,17616,71300
1140000,1072300,258210,0,0.0153295054,11926,67700
1166400,1109300,264760,0,0.0077763278,7696.9,57100
1218700,1176400,277110,0,0.0193692636,5171.5,42300
1243200,1213600,283720,0,0.0088798991,2772.3,29600
1255400,1237500,286190,0,0.0043773109,1543.8,17900
1251800,1242900,285400,4125.9,0,328.23,8900
1251400,1246700,284900,814.77,0,216.09,4700
1243900,1241300,283190,7924.1,0,178.92,2600
1184200,1182400,270360,60292,0,291.32,1800
1084700,1079900,248010,103480,0,3644,4800
940000,929550,214260,153000,0,8149.8,10450
936790,918610,213760,17220,0,15053,18180
915050,896630,202890,32526,0,11247,18420
901820,883700,201450,23814,0,9753,18120
849480,831330,189850,62522,0,11472,18150
831790,810900,185360,29312,0,12495,20890
846950,820690,189780,182.6,0,15058,26260
851560,823000,188330,10586,0,14928,28560
835910,802290,185970,32543,0,15508,33620
849900,811650,189280,4869.1,0,18745,38250
862050,813340,192520,12424,0,23501,48710
967990,906440,219380,0,0.0341132716,28456,61550
1033600,964320,235230,0,0.0187219975,26464,69280
1138700,1065000,258690,0,0.0375175084,20848,73700
1167300,1100800,264170,0,0.0078415764,12401,66500
1209700,1156100,272270,0,0.0151285397,7637.2,53600
1248000,1208400,280980,0,0.0137565792,6999.2,39600
1273800,1246500,286140,0,0.0096846318,2930.4,27300
1284600,1267800,288240,0,0.0040603767,1416,16800
1282300,1273300,287540,2453,0,447.61,9000
1282200,1277100,287650,248.2,0,227.19,5100
1270000,1267400,285010,12494,0,60.105,2600
1206700,1204400,271400,64173,0,728.6,2300
1096400,1091000,247030,114490,0,4018.4,5400
963070,952210,216980,142080,0,8467.9,10860
948600,930940,214940,28693,0,16661,17660
908870,890370,205180,51886,0,11623,18500
843930,825190,193720,75735,0,10256,18740
822570,803800,188610,32627,0,12255,18770
800690,777050,184370,36004,0,13577,23640
824030,795420,187830,0,0.0026397842,14720,28610
838850,807910,189830,2345.2,0,16542,30940
842180,808090,189130,13551,0,18911,34090
833500,792170,186240,30852,0,20818,41330
851580,799400,190890,8776.6,0,24351,52180
937590,869160,212780,0,0.0238235678,31571,68430
1021100,937600,234440,0,0.0236021576,28055,83500
1110900,1020300,253690,0,0.0296402627,22945,90600
1166300,1078300,264950,0,0.017676715,14925,88000
1202800,1124600,272870,0,0.0104215059,11336,78200
1265200,1202900,286300,0,0.0230331898,9289.5,62300
1285900,1241400,290700,0,0.0070838227,5314.6,44500
1283500,1254900,290380,4759.6,0,2639.4,28600
1277400,1261500,289770,6957.2,0,768.67,15900
1279000,1270700,290160,0,0.0004745748,298.74,8300
1272000,1267100,288570,7443.8,0,144.04,4900
1257100,1254300,284490,15231,0,368.67,2800
1240100,1237200,281070,18576,0,1399,2900
1180800,1177600,265800,61434,0,1713.7,3200
1070600,1066300,242660,113800,0,4570.7,4300
965160,957260,220640,111780,0,6869.3,7900
862980,849260,196950,113120,0,9654.7,13720
830350,809500,190450,48118,0,16967,20850
826060,799720,188660,21232,0,18358,26340
812660,779670,183860,32402,0,18215,32990
855530,814800,193520,0,0.0099364914,20259,40730
890080,840750,201330,0,0.0059885162,21648,49330
931060,873760,208690,0,0.0093279394,17709,57300
949410,883370,214810,1439.3,0,18141,66040
988560,915150,222620,0,0.0083170212,19193,73410
1025000,943590,232220,0,0.0071451564,18229,81410
1116700,1032400,251420,0,0.0323028405,15994,84300
1126100,1047500,254380,64.637,0,10491,78600
1152200,1080900,258630,0,0.0076610553,9947.2,71300
1169200,1107500,262680,0,0.0041106616,7437.3,61700
1213200,1162600,272530,0,0.0156627083,6536.7,50600
1219300,1182900,273130,0,0.001767976,2079,36400
1222300,1198900,273730,0,0.0009892557,593.72,23400
1220600,1206500,273200,1922.5,0,364.78,14100
1218100,1210500,272860,2743.7,0,189.88,7600
1210200,1205000,271080,8221.6,0,383.92,5200
1204700,1200900,269400,6323.9,0,550.77,3800
1198300,1195900,267820,7098.4,0,1062.9,2400
1152500,1150100,258670,47128,0,1189.2,2400
1076700,1071800,241700,79348,0,4009.1,4900
1004600,995120,225490,78594,0,7864.7,9480
988150,970510,222630,28153,0,11646,17640
981320,958140,221560,19212,0,11325,23180
964980,936660,217350,28932,0,12244,28320
942820,909710,213560,35426,0,12037,33110
944660,902480,218090,15613,0,16357,42180
961250,912430,222010,616.94,0,17270,48820
983840,926000,227800,0,0.001303754,16976,57840
1011400,948460,231730,0,0.0040178346,18296,62940
1077200,1007700,247700,0,0.020187481,19507,69500
1123200,1055300,256580,0,0.013998434,14659,67900
1155800,1094800,262740,0,0.0096881117,9722.2,61000
1167800,1118600,265830,0,0.0020543303,6942.5,49200
1191600,1157500,271420,0,0.0080751664,7338.2,34100
1199300,1177700,272790,0,0.0021512897,2959,21600
1207600,1194800,275110,0,0.0030034364,2313.8,12800
1204700,1198500,274520,3246.7,0,860.15,6200
1203600,1200700,274380,1538.4,0,448.51,2900
1191900,1190300,271680,11775,0,419.4,1600
1138100,1136700,260380,54868,0,843.13,1400
1044800,1039800,237630,97670,0,3651,5000
911500,900110,208980,143010,0,8451.3,11390
929220,907640,211570,0,3.26617077732829E-005,16756,21580
907900,885070,205240,34835,0,14669,22830
851220,832050,192270,67561,0,12931,19170
837270,815740,187400,26723,0,12998,21530
831400,808450,186980,20002,0,14450,22950
838800,810110,190570,10571,0,18212,28690
856430,825580,192980,0,0.000273583,17757,30850
843290,809680,191360,30141,0,18379,33610
834550,792900,189390,29359,0,21968,41650
846250,793820,194330,13078,0,24967,52430
946380,881300,216380,0,0.0312749576,30479,65080
1020600,945370,235480,0,0.0212231937,29886,75230
1139400,1059400,260240,0,0.0424750968,22725,80000
1182600,1108900,270330,0,0.0127861151,12937,73700
1201000,1140200,273210,0,0.0039390143,10062,60800
1254000,1208500,284850,0,0.0195541346,5605.3,45500
1275000,1243700,290180,0,0.0074792292,3170.5,31300
1284400,1265900,292270,0,0.0034889295,1282.7,18500
1283200,1273100,291890,1743.8,0,346.99,10100
1279400,1275000,290980,4070.6,0,161.87,4400
1268400,1266400,288630,11125,0,161.73,2000
1210900,1209300,274850,58272,0,562.48,1600
1102200,1097800,250890,112320,0,3853.2,4400
947150,937380,217400,162850,0,8138.9,9770
953120,934920,216790,8566.2,0,14204,18200
921130,901970,210260,43703,0,11844,19160
875840,856980,200170,56993,0,12763,18860
871920,851850,198110,15650,0,11014,20070
833070,811430,190380,51276,0,11403,21640
855090,828000,193990,0,0.0026480056,14882,27090
842730,813940,190540,27643,0,13637,28790
843460,812590,191980,14909,0,16569,30870
835360,800400,187940,25561,0,17718,34960
835560,790790,188140,21548,0,22540,44770
894120,839140,202570,0,0.015209448,27167,54980
1024400,957370,227790,0,0.0461046587,25037,67030
1139400,1067000,254400,0,0.0415189873,22243,72400
1177100,1109700,263730,0,0.0111588151,12913,67400
1215400,1158300,271580,0,0.0127112967,8922.2,57100
1264800,1220700,282630,0,0.0185662708,6373.6,44100
1288500,1258700,287530,0,0.0090360607,3849.7,29800
1294900,1276900,289090,0,0.0021431119,1495.2,18000
1292600,1283700,288630,2541.9,0,218.55,8900
1291700,1287800,288590,1160.9,0,75.447,3900
1284000,1281700,287170,7993.4,0,281.45,2300
1220000,1218800,273010,64152,0,387.58,1200
1110700,1106700,248240,112800,0,3090.8,4000
973230,964960,217530,144230,0,7916.8,8270
953860,937530,213970,32722,0,13252,16330
905990,886820,203610,59756,0,11201,19170
842290,824090,192180,73430,0,10094,18200
822670,802740,186590,30908,0,11193,19930
800550,778760,183740,34554,0,11885,21790
820970,795010,186920,0,0.0025309061,14073,25960
816470,788590,187220,19086,0,14527,27880
795430,764840,178950,35837,0,15640,30590
799420,763540,182900,13853,0,19264,35880
